lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
23	A visit already exists for this patient today. Click Cancel to open it, or OK to proceed with creating a new one.			Una visita ya existe para este paciente hoy día. Haga click en Cancelar para abrirla, o en OK para crear una nueva.	Für diesen Patienten existiert für heute schon ein Besuch. Abbrechen um den aktuellen zu öffnen oder OK um einen neuen anzulegen.	Vandaag een reeds aangemaakt bezoek voor deze client. Klik op Cancel om het te openen, of op OK om door te gaan en maak een nieuwe.			Une visite existe déjà aujourd\'hui pour ce patient.  Sélectionner Annuler pour ouvrir la visite existante ou Ok pour créer une nouvelle visite.					??? ??????? ?????? ??????? ????? ????? ??????????  ???? ????????? ???: ?????? \"????????\"/Cancel? ???????  ?????, ??? \"???\"/OK ???????????? ? ???? ????????? ?????		Jadwal kunjungan sudah tersedia untuk pasien ini hari ini. Klik Cancel untuk membuka jadwal tersebut, atau OK untuk memproses pembuatan jadwal baru				Uma visita já existe para este paciente hoje. Clique em Cancelar para abri-lo, ou OK para prosseguir com a criação de um novo.	??????? ?????? ???? ?????? ?????. ???? ????? ?????? ?? ????? ?????? ????? ?????	Et konsultation findes allerede for denne patient i dag. Klik på Annuller for at åbne den, eller OK for at fortsætte med at skabe en ny.	Bu hastanin bu gün için önceden kayitli bir randevusu var. Bu randevuyu açmam için Iptali tiklayiniz. Yeni bir randevu olusturmak için Tamami tiklayiniz.			Oggi esiste già una visita per questo paziente. Clicca su Cancella per aprire, oppure OK per procedere alla creazione di una nuova visita			Ðã có m?t l?n khám trong này hôm nay cho b?nh nhân này. B?m \"H?y b?\" d? m? nó, hay OK d? th?c hi?n vi?c t?o l?n khám m?i.			Tento pacient má již existující dnešní návštevu. Volbou CANCEL ji otevrete nebo volnou OK  založíte novou	??? ????? ???????? ????? ????? ??? ????? ?? ???????. ????????? ????????? ??? ???????? ???????? ?? ?? ??? ???????? ?? ???? ?????				Toks vizitas jau yra sukurtas šiam pacientui. Paspauskite \"Atšaukti\", kad testi, arba \"Gerai\", kad sukurti nauja vizita		???????????????????????????????????????????????????????????????[OK]?????????	Tälle potilaalle on jo merkitty käynti tälle päivälle. Klikkaa \"Peruuta\" avataksesi sen tai \"OK\", jos haluat jatkaa uuden käynnin luomista.						??? ???? ?? ???????? ?? ?????????? ???. ???? ???? ???? ?? ????????? ???? ??? ??????? OK ?? ????? ???.		dummy
24	a.c.	Före måltid	antes de las comidas	antes de las comidas	präprandial	voor ontbijt		Avant les repas	Avant les repas		a.c.	a.c.	?? ???			Sebelum makan	p?? fa??t??		a.c.	c.a.	??? ??????	Før et måltid	yemekten önce	przed posilkiem		ante cibum		a.c.	tru?c khi an		a.c.	a.c	????? ????		?enne sööki	??? ?? ???			a.c.	Ennen ateriaa						a.c.		dummy
25	a.m.	förmiddag	a.m.	a.m.	morgens	in de morgen		matin	matin		??	??	?? ???????	????? ?????		Pagi Hari	p.µ.		a.m.	da tarde	??? ??????	Formiddag	ögleden önce	rano		a.m.	?????:	a.m.	bu?i sáng		a.m.	dopoledne	?? ???????		enne lõunat	???			??	Aamupäivä	a.m					??????		dummy
26	A/F Level Right:		A/F Nivel de Derecho:	Nivel aire/fluido correcto	Luft-Flüssigkeit-Ebene rechts	A/F Niveau rechts:		Fluidité d\'air au niveau de l\'oreille droite	Fluidité d\'air au niveau de l\'oreille droite		A/F???:	A/F Level??:	?????? ????? ??? ?????? ??? ?????????? ??????:			A/F Level Kanan	?d?ae???? ep?ped? ?e???:		A/F Nivel Direito	A/F Nível Direita:	??????? ??????? ???? ???????		A/F Sag Düzey	A/F Prawo Level:		A/F Giusto livello:		A/F Nivel dreapta:	A/F Level Right:		A/F Niveli i djathte:	A/F Level Right:	A/F ??????		dummy				A/F Level Right:	Ilma / neste tasolla oikein						?? / ????? ???? ????:		dummy
27	AB	AB	AB	AB	AB	AB		AB	AB		AB	??? ??	????????????? ???????	abdominal bloating - ???????????  ????? aspiration biopsy  ?		AB			AB	Agenda	??	AB	AB	AB		AB	? ??	AB	AB		AB	AB	??????????? ???????		Aadressiraamat				AB	AB	AB					???????		dummy
28	Abbreviation	Förkortning	Abreviatura	Abreviatura	Abkürzung	Afkorting		Abréviation	Abréviation		??	??	??????????	????????		Kependekan	S??t?µe?s?		Abreviatura	Abreviatura	????????	Forkortelse	Kisaltma	Skrót		Abbreviazione	???????	Abreviere	Vi?t t?t		Shkurtim	Zkrácení	??????????		Lühend	????			??	Lyhenne						???????		dummy
29	Abcess:	Abscess	Abceso:	Absceso	Abszess:	Abces		Abcès	Abcès		??:	??	???????:	???????????		Abses	?p?st?µa:		Abcesso:	Abcesso:	????	Abcess:	Abse	Ropien:		Ascesso		Abces:	Abcess:		Abces:	Absces	??????		Abstsess:	Abcess:	Abscesas:		??:	Paise:	??					Abcess:		dummy
30	Abdominal	Abdominell	Abdominal	Abdominal	Abdominal	Abdominaal		Abdominal	Abdominal		??	???	?????????????	???????????		Perut	?????a??		Abdominal	Abdominal	????	Abdominal	Abdominal	brzuszny		Addominale	???	Abdominal	B?ng		Abdominal	Abdominální	????????		Abdominaalne	Abdominal			??	Vatsa	??					????????		dummy
31	Able to Bear Weight four (4) steps:	kan bära vikt fyra (4) steg:	Capaz de cargar peso cuatro (4) pasos:	Capaz de cargar peso cuatro pasos	Kann Gewicht heben in vier (4) Schritten:	Vier stappenplan voor toename gewichtsbelasting:		Capable de supporter le poids sur 4 marches:	Capable de supporter le poids sur 4 marches:		??????(4)??:	??????4???:	???????? ?????????? ??? ?? ?????? (4) ????	?????????? ? ???? ???????????? 4 /????/ ????		Mampu Berjalan empat (4) langkah:	??? ??s? ?a s???se? ß???? ??a t?sse?a (4) ß?µata:		Capaz de suportar o peso por quatro (4) passos:	Capaz de suportar o peso por quatro (4) passos:	???? ??? ??? ????? ???? ?????	Kan bære en vægt fire (4) trin:	Dört (4) Basamak Agirlik Tasiyabilir:	Nosne cztery (4) czynnosci:		Capace di portare pesi per quattro passi	??? ??? ??? (4) ?? ??? ????? ??? ?????	Capabil sa suporte greutatea patru (4) etape	Có kh? nang Mang N?ng b?n (4) bu?c:		I Afte te Perballoje Pesha kater (4) hapat:	Schopnost zatížit (4) kroky	????????? ?????????? ???? (4 ????):		On võimeline kandma raskust neli (4) sammu edasi:	???? ?? ???? ??? ???? (4) ?????:			:???4(4)??????	Pystyy kantamaan painoa neljä (4) askelta:						??? ??? (4) ????? ??? ?????? ????:		dummy
32	Abn	Patologisk	Anormal	Anormal	Abn	Abn		Anormal	Anormal		???	???	????.			Abn	?a???.		Abn	ABN	??? ?????	Abn	Abn	Abn		Anorm	????????	Abn	Abn		Abn	Abn	??????????		Ebanormaalne				ABN	Poikkeava	???					?????		dummy
33	ABN1	ABN1	ABN1	ABN1	ABN1	Abn.1		ABN1			??1	???1	????.1			ABN1			ABN1	ABN1	????? ??????? ??????? 1	ABN1	ABN1	ABN1		ANORM1	???????? 1	ABN1	ABN1		ABN1	ABN1	?????????? ??? ????? 1		Ebanormaalne 1				ABN1	ABN1						ABN1		dummy
34	Abnormal	Patologisk	Anormal	Anormal	auffällig	Abnormaal		Anormal	Anormal	Unormal	???	???	?????????? ?? ?????	???????? ??????		Abnormal	?a????????		Anormal	Anormal	??? ????	abnorm	Anormal	Odchylenie		Anormale	????????	Anormal	B?t bình thu?ng		Anormal	Abnormální	??????????, ? ??????????? ??? ?????		Ebanormaalne	???????	Nukrypimas nuo normos		???	Poikkeava	???					?????????		dummy
35	Abnormal Blood Test	Patologiskt blodprov	Análisis de sangre anormal	Análisis de sangre anormal	auffälliger Bluttest	Abnormale bloedtest		Test Sanguin Anormal	Test Sanguin Anormal	Unormal Blodprøve	???????	????????	?????? ????? ? ??????????? ?? ?????	?? ?????? ????? ??????????????		Tes Darah Abnormal	?a???????? e??tas? a?µat??		Teste Sanguíneo Anormal	Teste de Sangue Anormal	??? ?? ??? ????	abnorm blodprøve	Anormal kan testi	Nieprawidlowy wynik badania krwi		Esame del sangue anormale	???????? ???? ???????	Anormal test de sange	Xét nghi?m máu b?t thu?ng		Analize gjaku jo normale	Abnormální krevní test	?????? ????? ? ??????????? ??? ?????		Ebanormaalne vereanalüüs	?????? ??? ???????	Patologiniai kraujo tyrimu rezultatai		???????	Poikkeava verikoe	???? ???					???????? ???? ?????		dummy
36	Abnormal Hair Growth	Avvikande hårväxt	Crecimiento anormal del pelo	Crecimiento anormal del pelo	auffälliges Haarwachstum	Abnormale haargroei		Croissance anormale des cheveux	Croissance anormale des cheveux	Unormal Hårvekst	???????	????????	????????? ????? ?????	?? ?????? ?????? ??		Pertumbuhan Rambut Abnormal	?a???????? t????f??a		Crescimento Anormal do Cabelo	Crescimento anormal dos cabelos	??? ??? ??? ????	Abnorm Hårvækst	Anormal tüylenme	Nieprawidlowy wzrost wlosów		Ipertricosi anomala	???????? ??? ?????	Cresterea parului anormala	Tang tru?ng Tóc B?t thu?ng		Rritje flokesh jo normale	Patologie rustu vlasu	?????????? ???? ???????		Ebanormaalne juuksekasv	??? ??? ???????	Patologinis plauku augimas		???????	Poikkeava hiusten kasvu	???? ???					???????? ??? ???		dummy
37	Abnormal Mammogram	Patologisk mammografi	Mamografía anormal	Mamografía anormal	auffälliges Mammogramm	Abnormaal mammogram		Mammographie Anormale	Mammographie Anormale		?????X?	????????	??????????? ? ??????????? ?? ?????	?? ?????? ??????????		Mammogram Abnormal	?a???????? µast???af?a		Mamografia Anormal	Mamografia anormal	????? ??? ??? ????	Abnormt mammogram	Anormal Mamografi filmi	Nieprawid??owy wynik badania mammograficznego		Mammogramma anormale	???????? ???????????	Anormala mamografie	Tuy?n vú B?t thu?ng		Mamograme jo normale	Patologický mamogram	????????? ? ??????????? ??? ?????		Ebanormaalne mammogramm	???????? ???????	Patologine mamograma		????????	Poikkeava mammografia	???? ???					???????? ??????????????		dummy
38	Abort																																															dummy
39	Abortion	Abort	Aborto	Aborto	Abort	Abortus		Avortement	Avortement	Abort	??	??	?????	????? /????????? ??????? ?????????/		Aborsi	?µß??s?		Aborto	Aborto	?????	Abort	Düsük	Aborcja		Aborto	???????	Avort	Phá thai		Abort	Potrat	??????????? ??????????		Abort	??? ????	Abortas		??	Raskaudenkeskeytys	??					???????		dummy
40	Abortion Issues	Abortrelaterad problematik	Problemas del Aborto	Problemas del Aborto	Abort Probleme	Abortusproblematiek		Problème médical relatif à l\'avortement	Problème médical relatif à l\'avortement		????	????	???????? ??????	?????? ??? ?????? ????????		Isu Aborsi	T?µata ?µß??s??		Casos de Aborto	Questões do Aborto	????? ???????	Abortproblematik	Düsük Konulari	Problemy podczas zabiegu aborcji		Problemi di aborto	??????? ??????? ????????	Probleme avort	V?n d? N?o phá thai		Probleme aborti	Potíže související s potraty	???????? ??????????? ??????????		Abordiprobleemid	????? ????? ?? ??? ????	Aborto problemos		???????	Aborttiin liittyvät ongelmat						??????? ??????		dummy
41	Abortion Method	Abortmetod	Método abortivo	Método de Aborto	Abtreibungsmethode	Abortusmethode		Méthode d\'avortement	Méthode d\'avortement		????	????	????? ?????????? ????????????	????????? ????????? ????????		Metode Aborsi	????d?? ?µß??s??		Método de Aborto	O método do aborto	????? ???????	Abortmetod	Düsük Yöntemi	Metoda aborcji		Metodo abortivo	??????? ????	Avort metoda	Phuong pháp Phá thai		Metode aborti	Metoda potratu	?????? ??????????? ??????????		Abordi meetod	??? ??? ????	Neštumo nutraukimo metodas		???????	Raskaudenkeskeytyksen menetelmä	?? ??					??????? ?????		dummy
42	Abortion-Related Categories	Abortrelaterade kategorier	Categorías relacionadas al Aborto	Categorías relacionadas al Aborto	Abtreibungs-Kategorien	Abortus gerelateerde categorieen		Catégories relative à l\'avortement	Catégories relative à l\'avortement		????????	????????	?????????, ????????? ? ???????	???????/????????? ?????????? ??????? ????????		Kategori-Berhubungan dengan Aborsi	?at?????e? s?et???? µe t?? ?µß??s?		Categorias Relacionadas com Aborto	Categorias Relacionadas ao Aborto	?????? ???????? ????????	Abortrelaterede kategorier	Düsük ile Ilgili Kategoriler	Kategorie zwiazane z aborcja		Categorie relate ad aborto	??????? ?????? ?????????	Categorii legate de avort	Th? lo?i Phá thai-Liên quan		Kategori aborti	Kategorie potratu	????????? ???\'????? ? ???????????? ???????????		Abordiga seotud kategooriad	???? ???? ??? ????? ?? ??? ????	Abortas - susijusios kategorijos		????-??????	Raskaudenkeskeytykseen liittyvät luokat	?? ?? ??					???????-??????? ??????		dummy
43	Abortions	Aborter	Abortos	Abortos	Aborte	Abortussen		Avortements	Avortements	Aborter	??	??	??????	???????? /????????? ????????????		Aborsi	?µß??se??		Abortos	Abortos	???????	Aborter	Düsükler	Aborcje		Aborti	???????	Avorturi	Phá thai		Aborte	Potraty	??????		Abordid	??? ???? ??	Abortai		??	Raskaudenkeskeytykset	??					???????		dummy
44	About the calendar	Om kalendern	Acerca del calendario	Acerca del calendario	Über den Kalender	Over de kalender		À propos du calendrier	A propos du calendrier	Om kalenderen	????	????	???????? ???????????	??????? ?????????		Mengenai kalendar	S?et??? µe t? ?µe???????		Sobre o calendário	Sobre o calendário	?? ???????	Om kalenderen	Takvim Hakkinda	O kalendarzu		Informazioni calendario	??????? ?? ????? ???	Despre calendar	Gi?i thi?u v? l?ch		Rreth kalendarit	O kalendári	??? ????????		Teave kalendri kohta	?? ???? ????????	Apie kalendoriu		?????????	Tietoja kalenterista	??? ???					??????? ?????		dummy
45	Above upper panic limits																																															dummy
46	Absences by Diagnosis	Frånvaro av Diagnos	Ausencias por Diagnóstico	Ausencias por Diagnóstico	Fehlen der Diagnose	Diagnose met absences		Absence de diagnostique	Absence de diagnostique		?????	?????	?????????? ????????	?????????? ??????????????		Absen oleh Diagnosis	?p??s?e? a?? d?????s?		Ausências por Diagnóstico	Ausências por Diagnóstico	???? ???????	Fraværende ved diagnose	Taniya göre Devamsizliklar	Nieobecnosci wedlug Diagnozy		Assenze per diagnosi	?????????? ?????? absences	Absentele de diagnostic	Ch?n doán v?ng m?t		Mungesa nga diagnoza	Chybí diagnóza	??????????? ?? ?????????		?Puudused Diagnoosi järgi	???? ?? ?? ???? ?????	Neatvykimai, suskirstyti pagal diagnoze		?????	Poissaoloja Diagnoosi						????? ???? ??		dummy
47	Accept Assignment	Acceptera uppdrag	Aceptar la tarea	Aceptar la tarea	Überweisung zustimmen	Aanstelling accepteren		Accepter l\'affectation	Accepter l\'affectation	Akseptere Jobb	????	????	??????? ??????????	1. ???????? ??????????/?????????????????   2. /??????????????? ?????????		Terima Penugasan	?p?d??? a???es??		Aceitar Tarefa	Aceitar Tarefa	???? ??????	Acceptér opgaven	Görevi Kabul	Zebrane przypisanie		Accetta compito	?????? ????? ??????? ????	Acceptare transfer	Ch?p nh?n Chuy?n nhu?ng		Prano detyren	Prijmout ustanovení	???????? ???????????	Assignment ????? ????	?Nõustu Ülesandega	????? ???????	Priimti paskyrima		??????????	Hyväksy tehtävät						????????? ????????		dummy
48	Accept Payment for	acceptera betalning för	Aceptar pago por	Aceptar pago por	Bezahlung akzeptieren für	Accepteer betaling voor		Accepter le Paiement pour			????		??????? ?????? ??	???????? ···?? ????????		Terima Pembayaran untuk	?p?d??? p????µ?? ??a			Aceitar Pagamento para	???? ????? ?	Acceptér betaling for	Için ödeme kabul	Przyjecie platnosci za		Accetta pagamento per	?? ??? ?????? ?????????	Acceptare plata pentru	Ch?p nh?n Thanh toán cho		Prano pagesen per	Prijetí platby za	???????? ?????? ??	Payment ??? ???? ????? ??? ??	Aksepteeri makse	????? ?????? ????	Priimti mokejima už		?????????????	Hyväksy maksu						???? ????????		dummy
49	Accept Payment for 	acceptera betalning för 	Aceptar Pago por 	Aceptar Pago por 	Bezahlung akzeptieren für 	Accepteer betaling voor 		Accepter le Paiement pour 	Accepter le Paiement pour 	Akseptere penger for 	???? 	????? 	??????? ?????? ?? 	???????? ···?? ???????? 		Terima Pembayaran untuk 	?p?d??? p????µ?? ??a 		Aceite Pagamento para	Aceitar Pagamento para	???? ????? ?	Acceptér betaling for	Için Ödeme Kabul	Przyjecie platnosci za		Accetta pagamento per	?? ??? ?????? ???????	Acceptare plata pentru	Ch?p nh?n Thanh toán cho		Pranim pagese per	Prijetí platby za	???????? ?????? ??	Payment ??? ???? ????? ??? ??	Aksepteeri makse	????? ?????? ????	Priimti mokejima už		?????????????	Hyväksy maksu						???? ????????		dummy
50	Accepts Assignment	Accepterar uppdrag	Acepta la tarea	Acepta tarea	Überweisung zugestimmt	Accepteert opdracht		Accepte l\'affectation	Accepte l\'affectation	Akseptere jobb	????	???? ????	????????? ??????????	?????????????????/ ?????????? ????????? ?		Terima Penugasan	?p?d??eta? t?? a???es?		Aceita Tarefa	Aceitar Tarefa	???? ??????	Accepterer opgaven	Görevi Kabul Eder	Akceptacja przypisania		Accetta compiti	?????? ????? ??????? ????	Accepta cesiunea	Ch?p nh?n Ph?n du?c giao		Pranon detyren	O kalendári	?????, ?? ??????? ???????????	Assignment ????? ????	?Nõustub ülesandega	????? ?? ?????	Priimti paskyrima		?????????	Hyväksyy tehtävän						????????? ?????????		dummy
51	Access Control	Åtkomstkontroll	Control de acceso	Control de acceso	Zugangskontrolle	Bevoegd als		Contrôle d\'accès	Contrôle d\'accès	Tilgangs kontroll	??????	????	?????????? ????????	??????/?????????????? ??????????		Kontrol Akses	??e???? ???sßas??		Controlo de Acesso	Controle de Acesso	????  ???????	Adgangskontrol	Erisim Kontrolü	Kontrola dostepu		Controllo d\'accesso	?????? ?????????	Acces control	Ki?m soát Truy nh?p		Kontroll aksesi	Kontrola prístupu	???????? ???????		Ligipääsu kontroll	????? ??????			??????	Pääsyvalvonta						?????? ???????		dummy
52	Access Control List Administration	Hantera åtkomst	Administración de la Lista de Control de Acceso	Administración de la Lista de Control de Acceso	Verwaltung der Zugangskontrolllisten	Toegangscontrolelijsten administratie		Liste de contrôle d\'accès administratif	Liste de contrôle d\'accès administratif		????????	???????	????????????????? ????? ?????? ?????????? ???????? (ACL)	?????? ??????????????? ????? ?????????????		Daftar Administrasi Kontrol Akses	??e???? ??a?e???s?? d??a??µ?t?? p??sßas??		Controlo de Acesso Lista de Administração	Controle de Acesso da Lista de Administração	????? ????? ?????? ???????	Administration af adgangskontrolliste	Erisim Kontrolü Listesi Yönetimi	Administracja kontroli dostepu		Amministrazione elenchi dei controlli d\'accesso	?????? ???????? ???? ?? ???????	Acces control lista administratie	Qu?n tr? Danh sách Ki?m soát Truy nh?p		Lista e administrimit te kontrollit te aksesit	Správa kontroly prístupu	??????????????? ????? ?????? ?????????? ???????? (ACL)		Ligipääsu kontrolli loendi administreerimine	?????? ???? ????? ??????	Prieigos kontroles sarašo administravimas		????????????	Käytön hallinta						?????? ???????? ???? ???????		dummy
